"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tries deploying an arm64 charm on amd64 host.","0","test_arm_charm_on_amd_host","tests.integration","Tue Oct 01 01:31:34 UTC 2024","skipped","Tue Oct 01 01:31:34 UTC 2024","","test_wrong_arch","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","Tue Oct 01 01:54:53 UTC 2024","skipped","Tue Oct 01 01:54:53 UTC 2024","","test_backups","",""
"Test promoting the standby cluster.","126574","test_promote_standby","tests.integration.ha_tests","Tue Oct 01 01:47:11 UTC 2024","passed","Tue Oct 01 01:49:17 UTC 2024","","test_async_replication","",""
"","105852","test_interruption_db_process[SIGTERM-postgres]","tests.integration.ha_tests","Tue Oct 01 01:37:00 UTC 2024","passed","Tue Oct 01 01:38:45 UTC 2024","","test_self_healing","",""
"Build and deploy three unit of PostgreSQL.","330661","test_build_and_deploy","tests.integration.ha_tests","Tue Oct 01 01:31:23 UTC 2024","passed","Tue Oct 01 01:36:53 UTC 2024","","test_self_healing","",""
"","134338","test_invalid_extra_user_roles","tests.integration.new_relations","Tue Oct 01 01:48:46 UTC 2024","passed","Tue Oct 01 01:51:01 UTC 2024","","test_new_relations","",""
"","0","test_fail_and_rollback","tests.integration.ha_tests","Tue Oct 01 01:31:27 UTC 2024","skipped","Tue Oct 01 01:31:27 UTC 2024","","test_rollback_to_master_label","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","37304","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","Tue Oct 01 01:45:14 UTC 2024","broken","Tue Oct 01 01:45:52 UTC 2024","","test_self_healing","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","37393","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","Tue Oct 01 01:51:15 UTC 2024","broken","Tue Oct 01 01:51:53 UTC 2024","","test_self_healing","",""
"Test that the pre-upgrade-check action runs successfully.","18220","test_pre_upgrade_check","tests.integration.ha_tests","Tue Oct 01 01:35:47 UTC 2024","passed","Tue Oct 01 01:36:06 UTC 2024","","test_upgrade","",""
"Remove unit with force while storage is alive.","0","test_app_force_removal","tests.integration.ha_tests","Tue Oct 01 01:31:18 UTC 2024","skipped","Tue Oct 01 01:31:18 UTC 2024","","test_smoke","",""
"Test superuser actions and the request for more permissions.","747","test_user_with_extra_roles","tests.integration.new_relations","Tue Oct 01 01:37:47 UTC 2024","passed","Tue Oct 01 01:37:48 UTC 2024","","test_new_relations","",""
"Test application deploy in dirty environment with garbage storage from another application.","0","test_app_resources_conflicts","tests.integration.ha_tests","Tue Oct 01 01:31:18 UTC 2024","skipped","Tue Oct 01 01:31:18 UTC 2024","","test_smoke","",""
"Test that the relation can be broken and re-established.","175265","test_reestablish_relation","tests.integration.ha_tests","Tue Oct 01 01:49:18 UTC 2024","passed","Tue Oct 01 01:52:14 UTC 2024","","test_async_replication","",""
"Test that check relation data.","315990","test_relations","tests.integration.new_relations","Tue Oct 01 01:31:31 UTC 2024","passed","Tue Oct 01 01:36:47 UTC 2024","","test_relations_coherence","",""
"","97966","test_freeze_db_process[postgres]","tests.integration.ha_tests","Tue Oct 01 01:40:12 UTC 2024","passed","Tue Oct 01 01:41:50 UTC 2024","","test_self_healing","",""
